HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_466400	dblp:publishedIn	venue_1325	0.0910
pub_62590	dblp:hasAuthor	author_66096	0.0394
author_402144	dblp:wrote	pub_206355	0.0591
author_193874	dblp:wrote	pub_243924	0.0900
pub_284423	dblp:publishedIn	venue_2727	0.0639
pub_207356	dblp:inYear	year_11	0.0637
pub_360731	dblp:hasAuthor	author_173241	0.0474
pub_423884	dblp:hasAuthor	author_132825	0.0450
pub_466434	dblp:hasAuthor	author_602032	0.0468
pub_241734	dblp:publishedIn	venue_433	0.0539
pub_19950	dblp:inYear	year_3	0.0732
pub_26079	dblp:inYear	year_53	0.1205
pub_111345	dblp:hasAuthor	author_608394	0.0536
pub_398362	dblp:hasAuthor	author_239287	0.0630
pub_489184	dblp:hasAuthor	author_388197	0.0455
author_202311	dblp:wrote	pub_84066	0.0860
pub_1177	dblp:inYear	year_13	0.0809
author_528084	dblp:wrote	pub_65554	0.0462
pub_407860	dblp:publishedIn	venue_858	0.0565
pub_322896	dblp:publishedIn	venue_26	0.0732
pub_195006	dblp:publishedIn	venue_1730	0.0488
pub_290225	dblp:inYear	year_3	0.0754
pub_484057	dblp:publishedIn	venue_2648	0.0661
pub_380613	dblp:inYear	year_62	0.0547
pub_190101	dblp:inYear	year_22	0.0631
pub_270388	dblp:inYear	year_62	0.0933
pub_7671	dblp:publishedIn	venue_2128	0.0733
pub_54668	dblp:publishedIn	venue_662	0.0763
pub_418785	dblp:inYear	year_41	0.0751
pub_435565	dblp:publishedIn	venue_2638	0.0733
pub_483447	dblp:inYear	year_48	0.0629
pub_1777	dblp:publishedIn	venue_891	0.0787
pub_428488	dblp:publishedIn	venue_1445	0.0661
author_388632	dblp:wrote	pub_287188	0.0417
pub_279534	dblp:publishedIn	venue_3023	0.1759
pub_267073	dblp:publishedIn	venue_1846	0.1387
pub_466852	dblp:publishedIn	venue_602	0.0980
author_578373	dblp:wrote	pub_74882	0.0397
pub_451741	dblp:inYear	year_32	0.0881
pub_391051	dblp:hasAuthor	author_120647	0.0592
pub_106531	dblp:inYear	year_10	0.0613
pub_180108	dblp:inYear	year_11	0.1021
pub_49674	dblp:hasAuthor	author_569581	0.0519
author_490569	dblp:wrote	pub_138415	0.0641
pub_368275	dblp:publishedIn	venue_1358	0.0621
pub_62455	dblp:publishedIn	venue_911	0.0705
pub_225993	dblp:inYear	year_17	0.0542
pub_142441	dblp:hasAuthor	author_471525	0.0412
author_505530	dblp:wrote	pub_379475	0.0484
pub_424587	dblp:publishedIn	venue_1807	0.0470
pub_105368	dblp:publishedIn	venue_2266	0.0812
pub_110839	dblp:publishedIn	venue_2286	0.1199
author_377091	dblp:wrote	pub_32121	0.0509
pub_429814	dblp:publishedIn	venue_2638	0.0718
pub_260435	dblp:hasAuthor	author_229017	0.0432
pub_395588	dblp:publishedIn	venue_714	0.0927
author_171437	dblp:wrote	pub_402957	0.0382
pub_396906	dblp:hasAuthor	author_405105	0.0395
author_116763	dblp:wrote	pub_110703	0.0461
author_194771	dblp:wrote	pub_243605	0.0403
pub_139683	dblp:publishedIn	venue_1256	0.0648
author_460136	dblp:wrote	pub_479099	0.0543
pub_105482	dblp:inYear	year_23	0.1160
author_503605	dblp:wrote	pub_189961	0.0593
pub_183970	dblp:hasAuthor	author_290321	0.0889
author_358749	dblp:wrote	pub_299333	0.0504
pub_135181	dblp:publishedIn	venue_2591	0.0839
pub_16629	dblp:hasAuthor	author_217999	0.0426
pub_160117	dblp:inYear	year_42	0.0824
pub_484684	dblp:hasAuthor	author_114472	0.0574
pub_238564	dblp:publishedIn	venue_1487	0.0654
author_25394	dblp:wrote	pub_353949	0.0494
pub_489969	dblp:hasAuthor	author_557943	0.0591
author_394044	dblp:wrote	pub_148186	0.0433
pub_302399	dblp:publishedIn	venue_822	0.0909
pub_19404	dblp:hasAuthor	author_145099	0.0415
pub_138750	dblp:hasAuthor	author_183151	0.0697
author_335518	dblp:wrote	pub_291869	0.0389
pub_215541	dblp:hasAuthor	author_513017	0.0465
pub_317831	dblp:inYear	year_35	0.0649
author_103025	dblp:wrote	pub_6595	0.0472
author_247783	dblp:wrote	pub_144794	0.0436
pub_362645	dblp:publishedIn	venue_1935	0.0607
pub_372769	dblp:publishedIn	venue_2453	0.1279
author_197809	dblp:wrote	pub_62409	0.0543
pub_191257	dblp:inYear	year_43	0.0666
author_250771	dblp:wrote	pub_225552	0.1022
pub_202489	dblp:publishedIn	venue_2328	0.1134
pub_276070	dblp:hasAuthor	author_168326	0.0487
pub_38492	dblp:hasAuthor	author_243251	0.0566
pub_457239	dblp:publishedIn	venue_314	0.0614
pub_168966	dblp:hasAuthor	author_455696	0.0428
pub_405412	dblp:publishedIn	venue_1709	0.0726
pub_451505	dblp:inYear	year_53	0.0938
author_214715	dblp:wrote	pub_454842	0.0487
pub_427753	dblp:hasAuthor	author_493479	0.0671
pub_7031	dblp:hasAuthor	author_150719	0.0541
pub_275689	dblp:publishedIn	venue_2944	0.1053
pub_299929	dblp:inYear	year_11	0.0676
author_378810	dblp:wrote	pub_346761	0.0563
pub_277699	dblp:hasAuthor	author_131208	0.0424
pub_157059	dblp:hasAuthor	author_152971	0.0479
author_384978	dblp:wrote	pub_380160	0.0511
pub_79473	dblp:publishedIn	venue_2473	0.0746
author_364145	dblp:wrote	pub_160492	0.0546
pub_136228	dblp:inYear	year_52	0.0699
pub_184587	dblp:hasAuthor	author_280059	0.0525
pub_49502	dblp:inYear	year_37	0.0890
pub_22572	dblp:publishedIn	venue_768	0.0738
pub_403820	dblp:publishedIn	venue_1436	0.1079
author_400077	dblp:wrote	pub_260728	0.0663
pub_67159	dblp:publishedIn	venue_1937	0.0819
pub_254701	dblp:inYear	year_10	0.0892
pub_405771	dblp:inYear	year_34	0.0704
pub_197428	dblp:hasAuthor	author_194098	0.0449
pub_30970	dblp:publishedIn	venue_2135	0.0587
author_85932	dblp:wrote	pub_311320	0.0572
pub_413241	dblp:publishedIn	venue_1624	0.0899
pub_265207	dblp:inYear	year_20	0.0695
pub_83629	dblp:hasAuthor	author_559015	0.0543
author_106935	dblp:wrote	pub_402957	0.0445
pub_124545	dblp:hasAuthor	author_68135	0.0556
pub_176394	dblp:inYear	year_51	0.0605
pub_8355	dblp:hasAuthor	author_202248	0.0509
author_33589	dblp:wrote	pub_8120	0.0396
pub_400021	dblp:publishedIn	venue_54	0.0655
pub_488028	dblp:inYear	year_52	0.0801
pub_15366	dblp:hasAuthor	author_35412	0.0354
author_389298	dblp:wrote	pub_306565	0.0576
pub_362523	dblp:publishedIn	venue_2037	0.0600
pub_357891	dblp:hasAuthor	author_582904	0.0819
pub_29602	dblp:inYear	year_23	0.1255
pub_51574	dblp:publishedIn	venue_2247	0.0616
pub_449583	dblp:hasAuthor	author_170902	0.0486
pub_480611	dblp:publishedIn	venue_1481	0.0788
pub_197608	dblp:hasAuthor	author_3969	0.0367
pub_49376	dblp:inYear	year_16	0.0648
pub_49100	dblp:publishedIn	venue_710	0.0680
pub_285111	dblp:hasAuthor	author_259649	0.0486
pub_412995	dblp:hasAuthor	author_240546	0.0458
author_619849	dblp:wrote	pub_292627	0.0413
pub_122653	dblp:publishedIn	venue_265	0.0828
pub_265704	dblp:hasAuthor	author_16092	0.0405
pub_462610	dblp:publishedIn	venue_805	0.0669
pub_406951	dblp:hasAuthor	author_276202	0.0615
pub_7967	dblp:inYear	year_13	0.0789
pub_321019	dblp:publishedIn	venue_1924	0.0709
pub_294206	dblp:publishedIn	venue_2280	0.0850
pub_326176	dblp:hasAuthor	author_116542	0.0650
pub_429724	dblp:hasAuthor	author_385865	0.0452
pub_198297	dblp:publishedIn	venue_1355	0.0761
pub_455328	dblp:inYear	year_11	0.0736
author_146831	dblp:wrote	pub_61386	0.0453
pub_288068	dblp:hasAuthor	author_421479	0.0548
pub_341630	dblp:hasAuthor	author_292400	0.0537
author_331530	dblp:wrote	pub_484042	0.0469
author_56531	dblp:wrote	pub_447697	0.0668
author_590305	dblp:wrote	pub_448268	0.0588
pub_208346	dblp:hasAuthor	author_230924	0.0431
pub_415687	dblp:inYear	year_8	0.0653
author_15930	dblp:wrote	pub_456578	0.0450
pub_308206	dblp:publishedIn	venue_2967	0.0650
pub_434421	dblp:hasAuthor	author_71001	0.0515
pub_56654	dblp:publishedIn	venue_2173	0.0666
pub_461156	dblp:publishedIn	venue_2949	0.0603
pub_231384	dblp:inYear	year_25	0.0967
pub_431566	dblp:inYear	year_16	0.0764
pub_140478	dblp:hasAuthor	author_172331	0.0546
author_439805	dblp:wrote	pub_115081	0.0668
pub_80014	dblp:publishedIn	venue_1892	0.0716
author_271251	dblp:wrote	pub_426697	0.0471
pub_297415	dblp:publishedIn	venue_2535	0.1033
pub_433451	dblp:hasAuthor	author_26811	0.0460
author_614909	dblp:wrote	pub_282279	0.0405
author_619976	dblp:wrote	pub_434531	0.0451
pub_395839	dblp:inYear	year_45	0.0757
pub_323556	dblp:publishedIn	venue_1930	0.0527
pub_406539	dblp:publishedIn	venue_1166	0.0737
pub_77192	dblp:inYear	year_18	0.0942
pub_88430	dblp:publishedIn	venue_2850	0.0635
pub_177747	dblp:inYear	year_62	0.0574
pub_13182	dblp:inYear	year_29	0.0717
pub_228851	dblp:hasAuthor	author_86936	0.0447
pub_228762	dblp:publishedIn	venue_469	0.0831
author_262612	dblp:wrote	pub_319883	0.0379
pub_416497	dblp:publishedIn	venue_2153	0.0876
pub_366238	dblp:hasAuthor	author_119383	0.0424
pub_261160	dblp:inYear	year_56	0.0908
pub_56389	dblp:publishedIn	venue_1870	0.0842
author_132410	dblp:wrote	pub_237898	0.0529
author_606881	dblp:wrote	pub_411683	0.0452
pub_68857	dblp:inYear	year_2	0.1343
author_160158	dblp:wrote	pub_346761	0.0555
pub_86701	dblp:hasAuthor	author_189443	0.0417
pub_79641	dblp:hasAuthor	author_401930	0.0474
author_346998	dblp:wrote	pub_382405	0.0963
pub_41844	dblp:inYear	year_11	0.1241
author_541697	dblp:wrote	pub_370977	0.0473
pub_44817	dblp:inYear	year_35	0.0930
pub_80115	dblp:hasAuthor	author_159096	0.0946
pub_166817	dblp:hasAuthor	author_399505	0.0951
pub_393131	dblp:publishedIn	venue_1466	0.0984
pub_28446	dblp:hasAuthor	author_278379	0.0750
pub_404885	dblp:publishedIn	venue_2299	0.0645
pub_338345	dblp:hasAuthor	author_96664	0.0441
pub_369450	dblp:publishedIn	venue_2328	0.0629
pub_361725	dblp:hasAuthor	author_55099	0.0469
pub_5677	dblp:inYear	year_46	0.0885
pub_30534	dblp:publishedIn	venue_2290	0.0691
pub_218875	dblp:hasAuthor	author_257041	0.0765
pub_417593	dblp:hasAuthor	author_172351	0.0546
author_300904	dblp:wrote	pub_83404	0.0488
pub_430532	dblp:hasAuthor	author_363609	0.0576
pub_385485	dblp:inYear	year_7	0.1154
pub_224225	dblp:inYear	year_14	0.0760
author_170662	dblp:wrote	pub_236119	0.0398
pub_27310	dblp:inYear	year_27	0.0607
pub_354476	dblp:inYear	year_28	0.0494
pub_292813	dblp:publishedIn	venue_2911	0.0633
author_488132	dblp:wrote	pub_469341	0.0600
pub_257879	dblp:publishedIn	venue_433	0.0716
pub_187405	dblp:inYear	year_16	0.0643
pub_403944	dblp:inYear	year_34	0.0808
pub_112872	dblp:inYear	year_9	0.1090
pub_303249	dblp:publishedIn	venue_771	0.0725
pub_16177	dblp:inYear	year_27	0.0585
author_444661	dblp:wrote	pub_336510	0.0433
pub_88694	dblp:publishedIn	venue_2117	0.0462
author_449165	dblp:wrote	pub_40644	0.0497
author_360189	dblp:wrote	pub_31983	0.0394
pub_286980	dblp:hasAuthor	author_311858	0.0755
author_48562	dblp:wrote	pub_140747	0.0568
author_235480	dblp:wrote	pub_166693	0.0509
pub_169081	dblp:inYear	year_24	0.0604
author_614536	dblp:wrote	pub_355399	0.0458
author_289494	dblp:wrote	pub_26732	0.0486
pub_61733	dblp:hasAuthor	author_65416	0.0710
pub_45417	dblp:hasAuthor	author_504593	0.0633
pub_369802	dblp:inYear	year_34	0.0729
pub_260760	dblp:publishedIn	venue_589	0.0765
pub_278098	dblp:hasAuthor	author_28189	0.0552
pub_230647	dblp:hasAuthor	author_133821	0.0702
pub_71810	dblp:publishedIn	venue_1892	0.0621
pub_203008	dblp:hasAuthor	author_79325	0.0447
pub_131090	dblp:inYear	year_48	0.0965
pub_282794	dblp:hasAuthor	author_327610	0.0486
pub_406423	dblp:inYear	year_14	0.0995
pub_132134	dblp:inYear	year_20	0.0673
author_585401	dblp:wrote	pub_416327	0.0688
pub_40502	dblp:publishedIn	venue_1164	0.0889
pub_449727	dblp:publishedIn	venue_614	0.0631
pub_361900	dblp:hasAuthor	author_485247	0.0493
pub_159387	dblp:inYear	year_18	0.0776
pub_283836	dblp:inYear	year_15	0.0987
pub_216771	dblp:hasAuthor	author_388534	0.0490
pub_45018	dblp:inYear	year_32	0.0802
pub_302126	dblp:inYear	year_45	0.0838
pub_292286	dblp:inYear	year_31	0.0844
author_111980	dblp:wrote	pub_307335	0.0481
pub_279275	dblp:inYear	year_9	0.0656
pub_382206	dblp:hasAuthor	author_584717	0.0545
pub_335315	dblp:hasAuthor	author_348085	0.0455
author_450114	dblp:wrote	pub_278176	0.0423
pub_7980	dblp:hasAuthor	author_401889	0.0528
pub_416064	dblp:publishedIn	venue_2412	0.0892
author_587171	dblp:wrote	pub_158172	0.0471
pub_65434	dblp:publishedIn	venue_1307	0.0632
author_511319	dblp:wrote	pub_396195	0.0464
pub_231221	dblp:hasAuthor	author_179516	0.0447
pub_63036	dblp:hasAuthor	author_267393	0.0515
pub_122324	dblp:hasAuthor	author_472585	0.0665
pub_164708	dblp:hasAuthor	author_556626	0.0357
pub_132860	dblp:publishedIn	venue_1403	0.0554
pub_294868	dblp:inYear	year_42	0.1077
author_358157	dblp:wrote	pub_350102	0.0741
pub_180943	dblp:inYear	year_12	0.0736
pub_304737	dblp:inYear	year_28	0.0574
pub_253515	dblp:inYear	year_5	0.0544
author_177204	dblp:wrote	pub_347546	0.0420
pub_341283	dblp:inYear	year_4	0.0683
pub_180722	dblp:publishedIn	venue_1370	0.0635
author_574536	dblp:wrote	pub_237683	0.0676
pub_318258	dblp:hasAuthor	author_347655	0.0765
author_210343	dblp:wrote	pub_202279	0.0514
pub_109392	dblp:hasAuthor	author_278792	0.0497
pub_143954	dblp:hasAuthor	author_149153	0.0468
author_519242	dblp:wrote	pub_466831	0.0664
pub_153911	dblp:hasAuthor	author_21818	0.0656
author_463324	dblp:wrote	pub_252960	0.0453
author_611262	dblp:wrote	pub_176845	0.0706
pub_444930	dblp:hasAuthor	author_32750	0.0523
pub_376029	dblp:inYear	year_19	0.0564
pub_79485	dblp:inYear	year_16	0.1656
pub_364760	dblp:hasAuthor	author_440174	0.0393
pub_341294	dblp:inYear	year_42	0.0669
pub_6521	dblp:hasAuthor	author_5915	0.0433
pub_188368	dblp:inYear	year_9	0.0660
pub_222837	dblp:inYear	year_13	0.0893
author_325954	dblp:wrote	pub_133122	0.0470
pub_429318	dblp:publishedIn	venue_1767	0.0637
pub_239860	dblp:publishedIn	venue_2245	0.0711
pub_30149	dblp:hasAuthor	author_146441	0.0427
pub_21267	dblp:inYear	year_38	0.0725
author_617758	dblp:wrote	pub_69427	0.0558
author_145683	dblp:wrote	pub_415515	0.0664
author_557563	dblp:wrote	pub_447291	0.0505
author_306142	dblp:wrote	pub_41364	0.0940
pub_229082	dblp:hasAuthor	author_356112	0.0612
author_630475	dblp:wrote	pub_125655	0.0400
author_441529	dblp:wrote	pub_70587	0.0551
author_550589	dblp:wrote	pub_135762	0.0529
pub_484176	dblp:inYear	year_8	0.0672
pub_162429	dblp:publishedIn	venue_2925	0.0851
pub_128914	dblp:hasAuthor	author_597235	0.0689
author_35599	dblp:wrote	pub_347721	0.0557
author_161413	dblp:wrote	pub_141012	0.0369
author_302783	dblp:wrote	pub_879	0.0608
pub_457949	dblp:inYear	year_11	0.0612
pub_142257	dblp:inYear	year_31	0.0882
pub_414808	dblp:inYear	year_36	0.0772
pub_64415	dblp:hasAuthor	author_42380	0.0369
pub_93467	dblp:inYear	year_49	0.1060
pub_27901	dblp:hasAuthor	author_18731	0.0413
pub_143955	dblp:hasAuthor	author_557009	0.0461
pub_273489	dblp:publishedIn	venue_2081	0.0575
pub_402212	dblp:hasAuthor	author_630191	0.0442
pub_27579	dblp:publishedIn	venue_1120	0.0874
author_36625	dblp:wrote	pub_311694	0.0399
pub_233325	dblp:hasAuthor	author_52768	0.0554
pub_279882	dblp:hasAuthor	author_27176	0.0392
pub_340856	dblp:hasAuthor	author_621554	0.0671
pub_222040	dblp:hasAuthor	author_35412	0.0435
pub_461960	dblp:publishedIn	venue_2051	0.1039
author_535737	dblp:wrote	pub_361171	0.0630
author_156005	dblp:wrote	pub_321326	0.0512
pub_231674	dblp:publishedIn	venue_1724	0.0701
author_351805	dblp:wrote	pub_322707	0.0439
author_14090	dblp:wrote	pub_394933	0.0534
author_79449	dblp:wrote	pub_200277	0.0613
pub_195663	dblp:hasAuthor	author_522718	0.0487
pub_460959	dblp:publishedIn	venue_924	0.0722
author_268183	dblp:wrote	pub_58340	0.0832
pub_272012	dblp:publishedIn	venue_2096	0.0703
pub_4495	dblp:hasAuthor	author_251546	0.0497
pub_342703	dblp:publishedIn	venue_607	0.0854
author_442435	dblp:wrote	pub_20840	0.0447
pub_394275	dblp:inYear	year_31	0.0763
pub_161098	dblp:hasAuthor	author_288368	0.0489
author_641319	dblp:wrote	pub_490630	0.0408
author_305396	dblp:wrote	pub_309356	0.0577
pub_390223	dblp:inYear	year_45	0.0623
author_333042	dblp:wrote	pub_417043	0.0620
pub_7287	dblp:publishedIn	venue_2266	0.1080
pub_270763	dblp:publishedIn	venue_77	0.0638
pub_323071	dblp:hasAuthor	author_262268	0.0411
author_574401	dblp:wrote	pub_155886	0.0503
author_153130	dblp:wrote	pub_267079	0.0464
pub_246148	dblp:hasAuthor	author_502354	0.0485
pub_16710	dblp:inYear	year_12	0.1073
pub_449530	dblp:publishedIn	venue_77	0.0706
pub_44744	dblp:inYear	year_13	0.0801
pub_306010	dblp:hasAuthor	author_11687	0.0489
pub_220017	dblp:hasAuthor	author_302168	0.0680
pub_11085	dblp:publishedIn	venue_2464	0.0817
pub_305684	dblp:publishedIn	venue_106	0.0626
pub_470124	dblp:hasAuthor	author_173241	0.0444
pub_456745	dblp:inYear	year_27	0.0806
pub_130491	dblp:hasAuthor	author_98468	0.0398
pub_99461	dblp:publishedIn	venue_2539	0.1225
author_157924	dblp:wrote	pub_39867	0.0425
pub_356113	dblp:publishedIn	venue_87	0.0894
pub_122281	dblp:inYear	year_46	0.0753
pub_298462	dblp:publishedIn	venue_3001	0.0608
pub_127430	dblp:hasAuthor	author_243362	0.0503
author_307312	dblp:wrote	pub_291131	0.0414
pub_82920	dblp:hasAuthor	author_270415	0.0455
pub_219797	dblp:inYear	year_11	0.0724
pub_366976	dblp:publishedIn	venue_1627	0.0748
author_637875	dblp:wrote	pub_313321	0.0565
author_261412	dblp:wrote	pub_208718	0.0464
pub_20791	dblp:hasAuthor	author_453283	0.0511
pub_339652	dblp:inYear	year_19	0.0713
pub_202715	dblp:hasAuthor	author_4706	0.0856
pub_152660	dblp:publishedIn	venue_1304	0.0625
pub_347691	dblp:inYear	year_24	0.0663
pub_69110	dblp:publishedIn	venue_1254	0.0703
pub_463922	dblp:hasAuthor	author_401531	0.0702
pub_136946	dblp:hasAuthor	author_77841	0.0436
pub_165545	dblp:publishedIn	venue_1082	0.0663
pub_51547	dblp:publishedIn	venue_1891	0.0682
author_581189	dblp:wrote	pub_227927	0.0653
pub_264654	dblp:publishedIn	venue_1381	0.0724
pub_373221	dblp:publishedIn	venue_2879	0.0671
pub_34464	dblp:publishedIn	venue_198	0.0653
pub_184015	dblp:hasAuthor	author_16150	0.0560
pub_108004	dblp:inYear	year_7	0.0996
pub_384797	dblp:publishedIn	venue_170	0.0662
pub_153775	dblp:hasAuthor	author_404674	0.0469
author_316999	dblp:wrote	pub_46976	0.0427
pub_410692	dblp:publishedIn	venue_813	0.1128
pub_263231	dblp:hasAuthor	author_570306	0.0499
pub_286885	dblp:publishedIn	venue_1678	0.0626
pub_404637	dblp:hasAuthor	author_621640	0.0384
pub_107403	dblp:inYear	year_14	0.0698
pub_416302	dblp:hasAuthor	author_150320	0.0712
pub_208868	dblp:inYear	year_27	0.0679
author_1929	dblp:wrote	pub_64874	0.0500
pub_86508	dblp:hasAuthor	author_537049	0.0789
pub_123510	dblp:hasAuthor	author_268433	0.0476
author_251900	dblp:wrote	pub_63468	0.0413
pub_250489	dblp:hasAuthor	author_26594	0.0451
pub_480611	dblp:inYear	year_13	0.0680
pub_135687	dblp:publishedIn	venue_1323	0.0711
pub_180696	dblp:hasAuthor	author_378124	0.0553
author_577381	dblp:wrote	pub_287136	0.0561
pub_21410	dblp:inYear	year_23	0.0783
pub_309739	dblp:publishedIn	venue_1143	0.0887
pub_259676	dblp:publishedIn	venue_1761	0.0548
author_437574	dblp:wrote	pub_198391	0.0763
pub_408903	dblp:hasAuthor	author_69930	0.0399
author_92587	dblp:wrote	pub_320754	0.0447
pub_78849	dblp:inYear	year_12	0.0693
pub_467252	dblp:publishedIn	venue_2294	0.0797
author_448139	dblp:wrote	pub_457694	0.0788
pub_399786	dblp:inYear	year_19	0.0725
author_138948	dblp:wrote	pub_361970	0.0394
author_485020	dblp:wrote	pub_129025	0.0599
author_509134	dblp:wrote	pub_275646	0.0421
author_302158	dblp:wrote	pub_6595	0.0793
author_322786	dblp:wrote	pub_315694	0.0650
pub_194652	dblp:inYear	year_14	0.0698
pub_420239	dblp:inYear	year_25	0.0740
author_355366	dblp:wrote	pub_296630	0.0349
author_287669	dblp:wrote	pub_59312	0.0523
pub_16056	dblp:inYear	year_34	0.1043
pub_270664	dblp:publishedIn	venue_2870	0.0803
pub_363796	dblp:hasAuthor	author_320838	0.0420
pub_247706	dblp:hasAuthor	author_290852	0.0593
author_582110	dblp:wrote	pub_266864	0.0505
author_94660	dblp:wrote	pub_358062	0.0424
pub_203648	dblp:publishedIn	venue_1024	0.0701
pub_200057	dblp:publishedIn	venue_864	0.0649
pub_241888	dblp:hasAuthor	author_106946	0.0629
pub_156015	dblp:inYear	year_60	0.0705
pub_204782	dblp:inYear	year_33	0.0723
pub_256045	dblp:publishedIn	venue_1206	0.1229
pub_162595	dblp:hasAuthor	author_14652	0.0474
